S.No.,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
1086,Hyundai i10 Magna 1.2,Kochi,2019,46821,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,3.42
1087,Chevrolet Beat LS,Kolkata,2021,120000,Petrol,Manual,First,18.6 kmpl,1199 CC,76.8 bhp,5.0,,2.5
1088,Jaguar XF 3.0 Litre S Premium Luxury,Kolkata,2018,29000,Diesel,Automatic,First,14.74 kmpl,2993 CC,270.9 bhp,5.0,,20.0
1089,Nissan Terrano XL,Mumbai,2020,40000,Petrol,Manual,First,13.24 kmpl,1598 CC,102.5 bhp,5.0,,5.25
1090,Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Delhi,2019,60000,Diesel,Automatic,Second,15.73 kmpl,1968 CC,174.33 bhp,5.0,,14.5
1091,Hyundai i10 Asta AT,Mumbai,2017,64984,Petrol,Automatic,First,16.95 kmpl,1197 CC,78.9 bhp,5.0,,3.45
1092,Maruti Alto K10 VXI AGS,Pune,2021,73204,Petrol,Automatic,First,24.07 kmpl,998 CC,67.1 bhp,5.0,,3.3
1093,Audi Q7 4.2 TDI Quattro Technology,Bangalore,2020,50000,Diesel,Automatic,First,11.33 kmpl,4134 CC,335.2 bhp,7.0,,51.0
1094,Maruti Vitara Brezza VDi,Kolkata,2023,35000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,9.46 Lakh,6.5
1095,Hyundai EON D Lite Plus,Hyderabad,2019,17729,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,3.65
1096,Mahindra XUV300 W8 Diesel,Chennai,2018,97000,Diesel,Manual,First,20.0 kmpl,1497 CC,115 bhp,5.0,12.79 Lakh,7.25
1097,Hyundai Verna CRDi 1.6 SX Option,Kochi,2020,89614,Diesel,Manual,First,22.0 kmpl,1582 CC,126.2 bhp,5.0,15.57 Lakh,6.01
1098,Maruti Wagon R VXI,Kolkata,2021,14000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,,2.8
1099,Hyundai i20 Sportz Option,Chennai,2018,50000,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5.0,,4.0
1100,Honda City i VTEC V,Delhi,2020,62505,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,,5.95
1101,Toyota Innova 2.5 V Diesel 7-seater,Chennai,2017,248000,Diesel,Manual,Second,12.8 kmpl,2494 CC,102 bhp,7.0,,9.2
1102,Hyundai Verna CRDi SX,Pune,2018,94900,Diesel,Manual,First,16.8 kmpl,1493 CC,110 bhp,5.0,,5.35
1103,Tata Hexa XT,Delhi,2023,55000,Diesel,Manual,First,17.6 kmpl,2179 CC,153.86 bhp,7.0,19.86 Lakh,12.0
1104,Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2021,53735,Diesel,Automatic,Second,12.07 kmpl,2967 CC,241.4 bhp,7.0,,38.94
1105,Maruti Wagon R VXI,Coimbatore,2014,53934,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,5.0,,2.69
1106,BMW 5 Series 2013-2017 525d Luxury Line,Bangalore,2019,58500,Diesel,Automatic,Second,17.09 kmpl,1995 CC,218 bhp,5.0,,27.5
1107,Honda Amaze EX i-Vtech,Kolkata,2020,48000,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,,2.75
1108,Maruti Alto 800 2016-2019 LXI,Mumbai,2022,24000,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5.0,,2.8
1109,Hyundai Verna 1.6 SX VTVT,Mumbai,2022,52001,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,5.0,,6.45
1110,Tata Tiago 1.2 Revotron XZ,Coimbatore,2024,9565,Petrol,Manual,First,23.84 kmpl,1199 CC,84 bhp,5.0,6.59 Lakh,5.88
1111,Maruti Swift LXI,Pune,2019,32953,Petrol,Manual,First,18.6 kmpl,1197 CC,85.8 bhp,5.0,,4.65
1112,Hyundai EON Era,Jaipur,2020,18000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,2.5
1113,Mercedes-Benz E-Class E 220 d,Kochi,2024,20446,Petrol,Automatic,First,12.6 kmpl,1950 CC,191.34 bhp,5.0,86.97 Lakh,51.35
1114,Hyundai i20 Magna 1.4 CRDi,Hyderabad,2022,33016,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5.0,,6.85
1115,Toyota Etios VD,Chennai,2018,48000,Diesel,Manual,First,23.59 kmpl,1364 CC,67.05 bhp,5.0,,5.25
1116,Toyota Corolla Altis Diesel D4DG,Coimbatore,2020,72022,Diesel,Manual,First,21.43 kmpl,1364 CC,87.2 bhp,5.0,,9.23
1117,Mini Cooper 5 DOOR D,Ahmedabad,2020,34000,Diesel,Automatic,First,20.7 kmpl,1496 CC,113.98 bhp,5.0,42.12 Lakh,22.0
1118,Volkswagen Polo 1.5 TDI Highline,Hyderabad,2020,69000,Diesel,Manual,First,20.14 kmpl,1498 CC,88.8 bhp,5.0,,5.19
1119,Skoda Superb Elegance 1.8 TSI AT,Pune,2015,108000,Petrol,Automatic,First,13.7 kmpl,1798 CC,157.75 bhp,5.0,,4.35
1120,Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Hyderabad,2019,34700,Diesel,Automatic,First,10.0 kmpl,2148 CC,170 bhp,5.0,,24.5
1121,Maruti Swift VDi BSIII W/ ABS,Pune,2021,79000,Diesel,Manual,First,17.8 kmpl,1248 CC,75 bhp,5.0,,5.75
1122,Honda City i VTEC CVT VX,Kochi,2022,58197,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5.0,,9.19
1123,BMW 7 Series 2007-2012 740Li,Pune,2014,66000,Petrol,Automatic,Second,8.45 kmpl,2979 CC,321 bhp,5.0,,10.75
1124,Hyundai i10 Magna AT,Bangalore,2015,60000,Petrol,Automatic,First,19.2 kmpl,1197 CC,80 bhp,5.0,,2.99
1125,Maruti Swift Dzire VDI,Kolkata,2020,57000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5.0,,3.89
1126,Honda City i DTec VX,Coimbatore,2024,45555,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5.0,,11.73
1127,Maruti Omni 8 Seater BSIV,Coimbatore,2022,55137,Petrol,Manual,First,14.0 kmpl,796 CC,35 bhp,5.0,,3.11
1128,Skoda Superb 2009-2014 Elegance 2.0 TDI MT,Jaipur,2020,93325,Diesel,Manual,Second,17.2 kmpl,1968 CC,138.1 bhp,5.0,,14.45
1129,Maruti Ertiga SHVS VDI,Ahmedabad,2024,38000,Diesel,Manual,First,24.52 kmpl,1248 CC,88.5 bhp,7.0,,8.7
1130,Hyundai Grand i10 CRDi Magna,Kochi,2022,57738,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5.0,,5.04
1131,Maruti Ciaz VDi Plus SHVS,Jaipur,2023,38282,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5.0,,8.5
1132,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Delhi,2020,64000,Diesel,Automatic,First,19.27 kmpl,2143 CC,170 bhp,5.0,,15.65
1133,Fiat Avventura MULTIJET Emotion,Mumbai,2021,32000,Diesel,Manual,First,20.5 kmpl,1248 CC,91.72 bhp,5.0,,5.65
1134,Mercedes-Benz E-Class 2009-2013 E 250 Elegance,Bangalore,2016,83000,Petrol,Automatic,First,10.93 kmpl,2497 CC,204 bhp,5.0,,16.5
1135,Maruti Zen Estilo LXI Green (CNG),Ahmedabad,2017,76000,CNG,Manual,First,26.3 km/kg,998 CC,67.1 bhp,5.0,,2.0
1136,Volkswagen Vento Petrol Highline,Pune,2018,67200,Petrol,Manual,First,15.04 kmpl,1598 CC,103.6 bhp,5.0,,3.9
1137,BMW 3 Series 320d Luxury Line,Jaipur,2019,62655,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,5.0,,14.5
1138,BMW 5 Series 2013-2017 530d M Sport,Bangalore,2021,16900,Diesel,Automatic,First,14.69 kmpl,2993 CC,258 bhp,5.0,,44.0
1139,Hyundai Grand i10 1.2 Kappa Magna,Delhi,2023,8471,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,6.54 Lakh,5.0
1140,Toyota Innova Crysta 2.8 ZX AT,Hyderabad,2022,69000,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7.0,26.56 Lakh,19.75
1141,Renault Duster 110PS Diesel RxZ AMT,Coimbatore,2023,30090,Diesel,Automatic,First,19.6 kmpl,1461 CC,108.45 bhp,5.0,15.05 Lakh,11.44
1142,Tata Indica Vista Aura 1.3 Quadrajet,Chennai,2017,120000,Diesel,Manual,First,18.0 kmpl,1248 CC,75 bhp,5.0,,1.75
1143,Maruti Swift VDI BSIV,Bangalore,2019,23000,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,5.0,,5.6
1144,Mercedes-Benz E-Class 2009-2013 E 200 CGI Avantgarde,Kochi,2022,35939,Petrol,Manual,First,12.3 kmpl,1796 CC,185 bhp,5.0,,30.42
1145,Mahindra XUV500 W8 4WD,Coimbatore,2019,116694,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,,9.57
1146,Mahindra Bolero ZLX,Mumbai,2022,40448,Diesel,Manual,First,15.96 kmpl,2523 CC,62.1 bhp,7.0,11.01 Lakh,3.5
1147,Maruti Vitara Brezza ZDi,Coimbatore,2024,64456,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,11 Lakh,10.46
1148,Fiat Avventura MULTIJET Emotion,Pune,2020,52782,Diesel,Manual,First,20.5 kmpl,1248 CC,91.72 bhp,5.0,,4.85
1149,Honda Amaze S Petrol,Kochi,2022,51672,Petrol,Manual,First,19.5 kmpl,1199 CC,88.76 bhp,5.0,7.55 Lakh,5.68
1150,Skoda Superb Elegance 1.8 TSI AT,Mumbai,2021,56073,Petrol,Automatic,First,13.7 kmpl,1798 CC,157.75 bhp,5.0,,13.25
1151,Jaguar XF 3.0 Litre S Premium Luxury,Bangalore,2017,65000,Diesel,Automatic,First,14.74 kmpl,2993 CC,270.9 bhp,5.0,,16.0
1152,Maruti Wagon R VXI BSIII,Chennai,2019,79000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,,3.0
1153,Hyundai Santro Xing XL eRLX Euro III,Kolkata,2013,43206,Petrol,Manual,First,17.0 kmpl,1086 CC,null bhp,5.0,,0.99
1154,Toyota Corolla Altis VL,Mumbai,2016,70200,Petrol,Automatic,First,14.53 kmpl,1798 CC,138.1 bhp,5.0,,5.0
1155,Maruti Swift VXi BSIV,Delhi,2022,42000,Petrol,Manual,First,16.1 kmpl,1197 CC,85 bhp,5.0,,4.75
1156,Volkswagen Polo 1.2 MPI Highline,Bangalore,2020,62000,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5.0,,5.35
1157,Hyundai Grand i10 1.2 Kappa Asta,Hyderabad,2023,20000,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,7.82 Lakh,5.98
1158,Maruti SX4 ZDI,Chennai,2017,80000,Diesel,Manual,Third & above,21.5 kmpl,1248 CC,88.8 bhp,5.0,,3.5
1159,Hyundai Grand i10 1.2 Kappa Magna,Kochi,2024,50234,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,6.32 Lakh,4.77
1160,Maruti Baleno Delta 1.2,Delhi,2022,50003,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,,5.45
1161,Tata Tigor 1.2 Revotron XTA,Ahmedabad,2024,1000,Petrol,Automatic,First,20.3 kmpl,1199 CC,84 bhp,5.0,,6.85
1162,Maruti Swift Dzire AMT ZDI,Jaipur,2022,54897,Diesel,Automatic,First,26.59 kmpl,1248 CC,74 bhp,5.0,,7.3
1163,Tata Indica GLS BS IV,Pune,2013,108995,Petrol,Manual,First,15.3 kmpl,1193 CC,65.3 bhp,5.0,,1.25
1164,Maruti SX4 S Cross DDiS 320 Zeta,Chennai,2021,73000,Diesel,Manual,First,22.7 kmpl,1598 CC,118 bhp,5.0,,8.25
1165,Maruti Swift VXI BSIII,Ahmedabad,2014,65000,Petrol,Manual,First,16.1 kmpl,1298 CC,88.2 bhp,5.0,,2.71
1166,Hyundai Xcent 1.2 Kappa SX,Kolkata,2022,32000,Petrol,Manual,First,19.1 kmpl,1197 CC,82 bhp,5.0,,3.6
1167,Hyundai i20 1.2 Magna,Ahmedabad,2016,65000,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5.0,,3.0
1168,Maruti Celerio VXI AT,Hyderabad,2022,21600,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5.0,,4.65
1169,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Mumbai,2016,39000,Diesel,Automatic,First,14.84 kmpl,2143 CC,170 bhp,5.0,,9.5
1170,Maruti Swift Dzire VXi,Mumbai,2017,58075,Petrol,Manual,First,17.5 kmpl,1298 CC,85.8 bhp,5.0,,2.95
1171,Volkswagen Vento Petrol Trendline,Mumbai,2017,58000,Petrol,Manual,First,15.04 kmpl,1598 CC,103.6 bhp,5.0,,3.0
1172,Maruti Swift ZDi,Hyderabad,2021,58000,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5.0,,5.95
1173,Toyota Corolla Altis VL,Delhi,2014,89000,Petrol,Automatic,First,14.53 kmpl,1798 CC,138.1 bhp,5.0,,4.0
1174,Honda Civic 2006-2010 1.8 V MT,Delhi,2014,72000,Petrol,Manual,First,13.5 kmpl,1799 CC,130 bhp,5.0,,2.5
1175,Ford EcoSport 1.5 Ti VCT AT Titanium BE,Kolkata,2023,1800,Petrol,Automatic,First,16.05 kmpl,1499 CC,110.4 bhp,5.0,,11.37
1176,Fiat Linea Emotion Pack (Diesel),Pune,2016,172050,Diesel,Manual,Second,19.0 kmpl,1248 CC,93 bhp,5.0,,2.25
1177,Hyundai i10 Era,Jaipur,2019,46230,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5.0,,3.1
1178,Volvo XC60 D5 Inscription,Kochi,2020,86925,Diesel,Automatic,First,11.2 kmpl,2400 CC,215 bhp,5.0,,17.18
1179,Hyundai i20 1.2 Asta,Jaipur,2024,5000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,6.5
1180,Honda City i DTEC S,Ahmedabad,2020,66000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5.0,,5.7
1181,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Ahmedabad,2019,119000,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,8.0,,8.0
1182,Renault KWID RXT,Chennai,2022,45000,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5.0,,2.6
1183,Maruti A-Star Vxi,Hyderabad,2015,66149,Petrol,Manual,First,19.0 kmpl,998 CC,66.1 bhp,5.0,,2.45
1184,Mercedes-Benz B Class B180,Kochi,2020,42070,Petrol,Automatic,First,14.8 kmpl,1595 CC,120.7 bhp,5.0,,11.57
1185,Maruti Wagon R LXI BS IV,Kolkata,2018,35503,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,,2.3
1186,Maruti Swift VDI BSIV,Jaipur,2022,41460,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5.0,,5.9
1187,Hyundai Verna VTVT 1.6 AT SX Option,Mumbai,2021,40600,Petrol,Automatic,First,17.0 kmpl,1591 CC,121.3 bhp,5.0,15.14 Lakh,7.2
1188,Hyundai Verna CRDi 1.6 AT SX Option,Ahmedabad,2019,87000,Diesel,Automatic,First,22.0 kmpl,1582 CC,126.2 bhp,5.0,15.72 Lakh,5.9
1189,Honda City V MT,Chennai,2020,30000,Petrol,Manual,Second,16.8 kmpl,1497 CC,116.3 bhp,5.0,,6.0
1190,Hyundai i10 Magna Optional 1.1L,Kolkata,2016,27089,Petrol,Manual,First,16.0 kmpl,1086 CC,66.7 bhp,5.0,,1.95
1191,Toyota Etios GD SP,Coimbatore,2022,53702,Diesel,Manual,First,23.59 kmpl,1364 CC,67.04 bhp,5.0,,6.55
1192,Volvo S60 D4 Momentum,Hyderabad,2021,51000,Diesel,Automatic,First,27.03 kmpl,1969 CC,190 bhp,5.0,45.67 Lakh,25.0
1193,Ford Figo Diesel EXI,Kolkata,2018,36542,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,5.0,,2.65
1194,Mercedes-Benz E-Class 2015-2017 E350 CDI Avantgrade,Mumbai,2023,15000,Diesel,Automatic,First,13.0 kmpl,2987 CC,265 bhp,5.0,,69.5
1195,BMW 3 Series 320d Luxury Line,Chennai,2018,65000,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5.0,54.7 Lakh,14.0
1196,Maruti Alto 800 VXI,Pune,2020,32000,Petrol,Manual,Second,22.74 kmpl,796 CC,47.3 bhp,5.0,,2.1
1197,Toyota Innova Crysta 2.4 VX MT,Hyderabad,2023,24393,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7.0,22.87 Lakh,20.4
1198,Volkswagen Polo 1.0 MPI Trendline,Hyderabad,2025,1000,Petrol,Manual,First,18.78 kmpl,999 CC,75 bhp,5.0,6.74 Lakh,5.68
1199,Nissan Terrano XL,Mumbai,2020,28238,Petrol,Manual,First,13.24 kmpl,1598 CC,102.5 bhp,5.0,,5.55
1200,Mitsubishi Pajero Sport 4X4,Mumbai,2019,59000,Diesel,Manual,First,13.5 kmpl,2477 CC,175.56 bhp,7.0,33.09 Lakh,12.75
1201,Honda Civic 2010-2013 1.8 S MT,Mumbai,2018,92000,Petrol,Manual,Second,14.8 kmpl,1799 CC,130.2 bhp,5.0,,3.35
1202,Maruti Alto 800 LXI,Kolkata,2019,56840,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5.0,,1.55
1203,Volkswagen Vento Diesel Highline,Coimbatore,2019,62746,Diesel,Manual,Second,20.54 kmpl,1598 CC,103.6 bhp,5.0,,5.9
1204,Land Rover Freelander 2 HSE,Hyderabad,2018,96000,Diesel,Automatic,First,12.35 kmpl,2179 CC,187.74 bhp,5.0,,18.98
1205,Honda CR-V 2.0L 2WD MT,Mumbai,2020,24000,Petrol,Manual,First,13.7 kmpl,1997 CC,153.86 bhp,5.0,,11.51
1206,Maruti Ertiga VDI,Mumbai,2022,54000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7.0,,7.75
1207,Toyota Innova 2.5 GX (Diesel) 7 Seater,Chennai,2022,90000,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7.0,,13.9
1208,Tata Manza Aura Safire,Kolkata,2016,40000,Petrol,Manual,First,15.0 kmpl,1368 CC,90 bhp,5.0,,1.35
1209,Audi Q7 35 TDI Quattro Premium Plus,Mumbai,2021,65938,Diesel,Automatic,Second,12.07 kmpl,2967 CC,241.4 bhp,7.0,,38.0
1210,Hyundai Verna 1.6 SX VTVT (O) AT,Mumbai,2023,16100,Petrol,Automatic,First,17.1 kmpl,1591 CC,121.4 bhp,5.0,,11.6
1211,Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,Hyderabad,2023,3600,Diesel,Automatic,First,21.5 kmpl,1498 CC,108.5 bhp,5.0,,12.25
1212,Honda City 1.5 S MT,Jaipur,2017,52000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,,3.8
1213,Ford Figo Diesel Titanium,Mumbai,2020,54000,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,5.0,,3.25
1214,Honda Jazz 1.2 VX i VTEC,Mumbai,2022,15399,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5.0,,6.4
1215,Volkswagen Polo Petrol Highline 1.2L,Bangalore,2018,75000,Petrol,Manual,Second,16.47 kmpl,1198 CC,73.9 bhp,5.0,,3.95
1216,Honda City i-VTEC S,Delhi,2016,76752,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,,3.57
1217,Honda City ZX GXi,Mumbai,2011,56000,Petrol,Manual,Second,17.7 kmpl,1497 CC,78 bhp,5.0,,1.25
1218,Maruti Wagon R LXI CNG,Pune,2021,70000,CNG,Manual,First,26.2 km/kg,998 CC,58.2 bhp,5.0,,3.65
1219,Honda CR-V 2.4L 4WD AT AVN,Kolkata,2019,46125,Petrol,Automatic,Second,12.0 kmpl,2354 CC,187.4 bhp,5.0,,12.5
1220,BMW 5 Series 2013-2017 520d Luxury Line,Ahmedabad,2020,35000,Diesel,Automatic,Second,18.12 kmpl,1995 CC,190 bhp,5.0,,23.0
1221,Ambassador Classic Nova Diesel,Chennai,2009,80000,Diesel,Manual,Third & above,12.8 kmpl,1489 CC,35.5 bhp,5.0,,1.35
1222,Mahindra Scorpio VLX 2.2 mHawk BSIII,Coimbatore,2018,62729,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,8.0,,6.32
1223,Volkswagen Vento Diesel Comfortline,Kolkata,2018,34000,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,,3.4
1224,Maruti Zen VX,Jaipur,2005,70000,Petrol,Manual,Second,17.3 kmpl,993 CC,60 bhp,5.0,,0.77
1225,Maruti 800 DX BSII,Jaipur,2015,32000,Petrol,Manual,First,16.1 kmpl,796 CC,37 bhp,4.0,,0.9
1226,Toyota Corolla Altis 1.8 VL CVT,Delhi,2023,21000,Petrol,Automatic,First,14.28 kmpl,1798 CC,138.03 bhp,5.0,23.25 Lakh,18.0
1227,BMW 3 Series 328i Sport Line,Pune,2019,49000,Petrol,Automatic,First,14.59 kmpl,1997 CC,245 bhp,5.0,,19.0
1228,Ford Ikon 1.3 Flair,Chennai,2013,40000,Petrol,Manual,Third & above,13.8 kmpl,1299 CC,70 bhp,5.0,,1.1
1229,Chevrolet Beat LT,Pune,2018,78000,Petrol,Manual,Second,18.6 kmpl,1199 CC,79.4 bhp,5.0,,2.0
1230,Toyota Corolla Altis 1.4 DG,Ahmedabad,2018,52000,Diesel,Manual,First,21.43 kmpl,1364 CC,86.79 bhp,5.0,19.27 Lakh,6.5
1231,Mahindra XUV500 W4,Bangalore,2020,65213,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,,9.45
1232,Hyundai Xcent 1.1 CRDi Base,Mumbai,2022,170000,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5.0,,4.0
1233,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Kochi,2023,36884,Diesel,Automatic,First,13.0 kmpl,2143 CC,204 bhp,5.0,,32.25
1234,Hyundai i10 Sportz,Pune,2015,62500,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,2.1
1235,Toyota Corolla Altis VL AT,Mumbai,2021,68000,Petrol,Automatic,Second,14.28 kmpl,1798 CC,138.03 bhp,5.0,,9.75
1236,Toyota Corolla 1.8 J,Kolkata,2020,40748,Petrol,Manual,First,14.53 kmpl,1798 CC,138 bhp,5.0,,6.3
1237,Audi Q3 2.0 TDI Quattro,Hyderabad,2019,60000,Diesel,Automatic,First,17.32 kmpl,1968 CC,184 bhp,5.0,,21.0
1238,Hyundai i20 Magna Optional 1.4 CRDi,Mumbai,2020,12400,Diesel,Manual,First,21.9 kmpl,1396 CC,88.8 bhp,5.0,,4.65
1239,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Mumbai,2019,87000,Diesel,Automatic,Second,19.27 kmpl,2143 CC,167.62 bhp,5.0,,17.0
1240,Maruti Ritz VDi,Pune,2019,20248,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5.0,,4.35
1241,Hyundai Creta 1.6 SX Plus Diesel,Coimbatore,2023,52383,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,,14.82
1242,Jaguar XE 2.0L Diesel Prestige,Delhi,2024,1000,Diesel,Automatic,First,13.6 kmpl,1999 CC,177 bhp,5.0,52.77 Lakh,40.0
1243,Mahindra Xylo D4,Chennai,2022,85000,Diesel,Manual,First,14.95 kmpl,2489 CC,93.7 bhp,7.0,11.67 Lakh,6.15
1244,Toyota Innova 2.5 G (Diesel) 7 Seater,Ahmedabad,2020,47000,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7.0,,11.25
1245,Toyota Camry 2.5 Hybrid,Pune,2024,17585,Petrol,Automatic,First,19.16 kmpl,2494 CC,157.7 bhp,5.0,,32.0
1246,Audi Q5 3.0 TDI Quattro,Coimbatore,2024,32496,Diesel,Automatic,First,13.22 kmpl,2967 CC,241.4 bhp,5.0,,45.62
1247,Maruti Swift VDI,Kochi,2023,34613,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5.0,7.92 Lakh,6.24
1248,Maruti Ertiga VDI Limited Edition,Chennai,2021,153000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7.0,,4.8
1249,Maruti Swift VXi BSIV,Chennai,2020,54000,Petrol,Manual,Second,16.1 kmpl,1197 CC,85 bhp,5.0,,4.5
1250,Hyundai i10 Sportz,Kochi,2021,16900,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,3.87
1251,Hyundai i10 Sportz,Delhi,2019,62334,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,2.75
1252,Maruti Baleno Sigma 1.2,Kochi,2024,23714,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,,6.57
1253,Hyundai Accent Executive,Jaipur,2016,52325,Petrol,Manual,First,16.36 kmpl,1495 CC,93.7 bhp,5.0,,2.0
1254,Honda Brio S MT,Ahmedabad,2018,50000,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,,3.65
1255,Maruti Swift ZDi,Hyderabad,2022,55746,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,,6.95
1256,Hyundai Xcent 1.2 VTVT S,Bangalore,2020,54000,Petrol,Manual,First,20.14 kmpl,1197 CC,81.86 bhp,5.0,7.85 Lakh,5.5
1257,Mahindra XUV500 W8 2WD,Kolkata,2019,43000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,,7.0
1258,Mercedes-Benz E-Class E250 CDI Avantgrade,Delhi,2020,40000,Diesel,Automatic,First,13.0 kmpl,2143 CC,201.1 bhp,5.0,,24.0
1259,Land Rover Freelander 2 TD4 S,Bangalore,2016,125000,Diesel,Automatic,Second,0.0 kmpl,2179 CC,115 bhp,5.0,,11.0
1260,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Bangalore,2022,51944,Diesel,Automatic,First,19.27 kmpl,2143 CC,170 bhp,5.0,,32.5
1261,Hyundai i20 Asta 1.4 CRDi,Kochi,2021,46950,Diesel,Manual,First,21.27 kmpl,1396 CC,88.76 bhp,5.0,,6.45
1262,Skoda Octavia Elegance 2.0 TDI AT,Mumbai,2021,23000,Diesel,Automatic,First,19.3 kmpl,1968 CC,141 bhp,5.0,,15.75
1263,Honda City 1.5 S MT,Mumbai,2020,54546,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,,5.5
1264,Toyota Fortuner 4x2 AT,Kochi,2021,51535,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7.0,,19.03
1265,Audi Q3 2.0 TDI Quattro,Kolkata,2019,45000,Diesel,Automatic,First,17.32 kmpl,1968 CC,184 bhp,5.0,,15.25
